"x","z","y"
0.24184616273999,0.117663885999802,0.416822579876375
0.627311873798282,0.201550854552455,0.164287388563869
1.99576434748823,1.01987729789466,1.93432326349008
1.58504343056684,0.799794676941717,1.85615235843344
-1.12257816520993,-1.48910822037785,-1.42464207496214
1.77007396973537,0.988616165420483,2.07437340905961
-0.459278838949147,0.155554381097773,-0.122238234981711
-0.42283363959043,-0.635887896483441,-1.21184688463182
-1.24002177220837,-0.661099148334421,-0.631775357895727
-0.193484889629898,-0.689884244906003,0.0963120820959668
-0.435459425939595,-1.38948237055012,-1.01619180942048
0.989769085373924,0.869816962884458,0.572627035019573
-0.27296554246943,-0.568722903026376,-0.127430892825128
1.28554239616584,0.73028855611124,1.3850132571316
-1.53727746747567,-0.924629391873238,-1.6984479879352
1.10662147147084,0.714476335185954,-0.150133015510882
-0.324607991852932,-0.00534210613684521,-0.837154040203808
-0.00938650561672214,-0.00789047906906607,-0.420774545230562
1.49002539022117,1.09883782994621,2.28722766760744
-0.679870042780827,-0.890448671067686,-1.40412291042611
-0.454765372314931,-0.88865515508921,-0.573759935351469
1.80153701450575,1.36270363607311,1.10124623014545
-0.871746508047706,-1.26851097614699,-0.593003097245052
-1.5496817415798,-1.4877767520254,-1.02603691446188
-0.184241276148297,0.175001628163963,0.0143259949554633
2.44910725374846,1.29842622460763,1.33857261306357
-1.97365020710683,-1.28795937477426,-0.866415376971496
1.21432364249613,0.960805995132219,0.669201630535459
-1.07365204809596,-1.24987222847217,-1.25452975984966
0.561272969248948,1.21343128026494,0.762797379555418
-0.324305636887897,-0.190257489517754,-0.459264231235761
0.0876094630979404,0.435806386677635,0.188452379229173
-0.778505007527338,-0.832516906796197,-0.388267322255161
-0.423735530661278,-0.871805763160008,-0.458325979673074
1.01413735408545,1.62601644764092,2.01107651557379
-2.05394124734906,-1.90835971743226,-1.65439605108519
-0.731962873100355,-0.520849823666528,-0.80698861705092
-0.757326824326698,-0.644073220743352,-0.861462263503594
0.0552555348600604,0.873137471454681,-0.144360355166907
-0.818372101811618,-0.990671555159544,-0.508536566391463
0.185424971768639,0.307689860905265,0.765505755203857
0.561650457821954,0.752622105912687,0.608848829405543
1.26828884191895,0.597669569996305,1.12195672820025
-0.629271216544142,-1.25765078408046,-0.0796683287621613
-0.106918359628524,0.615394691047775,-0.521669401765244
0.0945474613395646,-0.0411733553223467,-0.0649301754511396
1.87262023119462,1.44337221439982,0.882290869364342
0.936797858988817,1.25720981802491,1.1159694797991
-1.7816463706709,-1.09351810465004,-1.23225201918496
0.458788908875605,0.545641550230141,0.346510767312723
-1.56897391001998,-0.989912457744424,-1.21502310679089
2.11779782169329,1.49384834780023,2.5514828580431
1.69885906527438,1.36235235707491,1.76662171124863
0.309197983344634,-0.571593731979692,-0.244459508972017
0.947343361570228,0.232982625883026,0.359518808835302
1.50183763549462,0.84434511186736,1.85189955376655
-0.234224281629652,-0.0420521888734847,0.105509782152002
-0.140607418386498,0.129825301512683,0.508511732364725
2.87232158789979,2.84181422572001,3.46754209839922
-0.8463254605405,-0.207375101111222,-0.481689284340139
1.08292765581086,0.847657863121025,0.544092357068133
0.815533865213726,1.69200182290943,0.920279091992903
1.01639117212262,1.36318179065211,1.79043212291777
-1.77658511064004,-1.23176366589221,-0.949284264900448
-1.41837056995667,-0.949624665070172,-0.696467890085806
-1.03409460359762,-1.00996824280834,-1.61503434287626
1.71316663044659,1.79454328112848,1.45048210977467
2.13783005582191,1.55851587661887,0.713332718514844
-0.884991463213577,-0.783833374182597,-1.23357495148974
0.549737666387631,0.0319740815644929,-0.0640660528332541
-0.251595516576563,0.307388793495657,-0.0293297172877118
0.436311207471248,0.227413664167812,-0.637325546828818
-1.01958454235272,-0.441130808262261,-0.615979402172945
0.158572568228476,-0.371512229181427,-0.424968950630517
0.454558197294101,-0.369036450038225,-0.0200874747362987
-0.967815302345607,-0.668116734381642,-1.10781277362585
1.95701863597892,1.45496818445537,1.69033813521504
-2.46006519313325,-2.39396206299708,-2.0669157635177
-1.16086895166068,-1.48302691210649,-1.07494341432309
-1.57863107375358,-1.20479512277555,-1.40362922555637
0.0588866367644376,-0.323343673187157,-0.0249689419005356
0.0918926994645596,0.405219643407231,-0.332546633028454
-1.38944912125003,-1.37174859361346,-2.51151298142654
1.61513731054337,1.03803802630236,0.848255938338297
0.466695290253894,1.56176435548333,1.26444552689154
-0.0777765292181853,-1.6909440028701,-1.11768865822273
1.26178289305194,1.04548886625872,1.39508409550343
0.789501606148596,1.11929184574769,0.87443088952787
-0.352287642654842,-0.988384438662656,-0.482284556002846
0.733203127172743,0.128144994782248,-0.290454623021119
0.908931207962286,0.496939663700639,0.144584376396207
-0.554575307680811,0.0339985610118292,-0.503018047176707
1.47466147297677,1.09924216010949,2.00404083269391
-0.111644637419119,-0.245298871399366,0.349625101081883
0.363459521482106,-0.0363122798822425,-0.1749126246822
-0.690534731858195,-1.54785017795569,-0.960534770645951
0.891480608651333,0.658920619940761,0.159137016157271
-0.596297745286538,-0.705333343538414,0.041501069177671
-0.389219850939541,-0.537267034971804,-0.420529011335251
0.814900942103008,0.523956071384655,0.594704216281334
